case,tag,arm,total_tokens,relaxed_only_tokens,hesitation_total,hesitation_relaxed_only,wait_total,hmm_total,lets_total,actually_total,but_total,wait_relaxed_only,hmm_relaxed_only,lets_relaxed_only,actually_relaxed_only,but_relaxed_only
case_153,specCascOpt0p05,spec_casc_opt (α=0.05),496,42,3,0,0,0,0,0,3,0,0,0,0,0
case_153,specCascTok0p3,spec_casc_tok (α=0.3),718,12,6,0,0,0,2,0,4,0,0,0,0,0
case_153,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),839,11,13,0,0,0,3,0,10,0,0,0,0,0
case_153,strict,strict,454,0,2,0,0,0,1,0,1,0,0,0,0,0
case_154,cactus0p25,cactus (α=0.25),428,49,4,1,0,0,2,1,1,0,0,1,0,0
case_154,mentoredDec0p37,mentored_dec (α=0.37),475,16,3,0,0,0,2,0,1,0,0,0,0,0
case_154,rFuzzy0p3,r_fuzzy (α=0.3),1325,199,27,9,6,0,10,5,6,1,0,4,0,4
case_154,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1589,216,31,0,10,0,10,6,5,0,0,0,0,0
case_154,specCascOpt0p05,spec_casc_opt (α=0.05),1325,128,31,1,7,0,10,4,10,1,0,0,0,0
case_154,specCascTok0p3,spec_casc_tok (α=0.3),617,9,4,1,0,0,2,0,2,0,0,0,0,1
case_154,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),492,15,2,0,0,0,1,0,1,0,0,0,0,0
case_154,strict,strict,715,0,5,0,0,0,1,0,4,0,0,0,0,0
case_155,cactus0p25,cactus (α=0.25),2226,423,55,13,13,1,15,7,19,4,1,2,0,6
case_155,mentoredDec0p37,mentored_dec (α=0.37),1743,84,29,1,6,0,9,4,10,0,0,0,1,0
case_155,rFuzzy0p3,r_fuzzy (α=0.3),4089,780,106,31,23,1,31,16,35,7,1,7,4,12
case_155,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),2345,429,58,0,13,0,19,14,12,0,0,0,0,0
case_155,specCascOpt0p05,spec_casc_opt (α=0.05),1255,128,26,3,5,0,5,4,12,0,0,0,1,2
case_155,specCascTok0p3,spec_casc_tok (α=0.3),2546,85,56,0,18,0,11,9,18,0,0,0,0,0
case_155,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),1559,33,28,0,6,0,9,2,11,0,0,0,0,0
case_155,strict,strict,961,0,12,0,2,0,4,2,4,0,0,0,0,0
case_156,cactus0p25,cactus (α=0.25),876,102,12,2,0,0,4,1,7,0,0,0,0,2
case_156,mentoredDec0p37,mentored_dec (α=0.37),548,20,3,0,0,0,2,0,1,0,0,0,0,0
case_156,rFuzzy0p3,r_fuzzy (α=0.3),556,84,4,2,2,0,0,0,2,0,0,0,0,2
case_156,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),640,100,5,0,1,0,0,0,4,0,0,0,0,0
case_156,specCascOpt0p05,spec_casc_opt (α=0.05),623,65,4,0,0,0,3,0,1,0,0,0,0,0
case_156,specCascTok0p3,spec_casc_tok (α=0.3),429,11,5,1,0,0,2,0,3,0,0,0,0,1
case_156,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),485,14,3,0,0,0,1,0,2,0,0,0,0,0
case_156,strict,strict,495,0,2,0,0,0,1,0,1,0,0,0,0,0
case_157,cactus0p25,cactus (α=0.25),1327,159,18,4,3,0,3,2,10,1,0,0,0,3
case_157,mentoredDec0p37,mentored_dec (α=0.37),588,22,3,0,0,0,2,0,1,0,0,0,0,0
case_157,rFuzzy0p3,r_fuzzy (α=0.3),4747,741,112,20,20,0,18,12,62,3,0,4,1,12
case_157,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1735,242,16,0,6,0,2,2,6,0,0,0,0,0
case_157,specCascOpt0p05,spec_casc_opt (α=0.05),1290,103,14,2,0,0,2,1,11,0,0,0,0,2
case_157,specCascTok0p3,spec_casc_tok (α=0.3),993,17,7,0,0,0,2,0,5,0,0,0,0,0
case_157,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),707,13,5,0,0,0,1,0,4,0,0,0,0,0
case_157,strict,strict,701,0,5,0,0,0,1,3,1,0,0,0,0,0
case_158,cactus0p25,cactus (α=0.25),717,81,2,0,0,0,1,0,1,0,0,0,0,0
case_158,mentoredDec0p37,mentored_dec (α=0.37),676,33,5,0,0,0,2,0,3,0,0,0,0,0
case_158,rFuzzy0p3,r_fuzzy (α=0.3),737,89,3,0,0,0,1,0,2,0,0,0,0,0
case_158,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),737,89,3,0,0,0,1,0,2,0,0,0,0,0
case_158,specCascOpt0p05,spec_casc_opt (α=0.05),417,27,3,0,0,0,2,0,1,0,0,0,0,0
case_158,specCascTok0p3,spec_casc_tok (α=0.3),806,19,2,0,0,0,1,0,1,0,0,0,0,0
case_158,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),770,24,1,0,0,0,1,0,0,0,0,0,0,0
case_158,strict,strict,1123,0,21,0,0,0,6,1,14,0,0,0,0,0
case_159,cactus0p25,cactus (α=0.25),1386,255,27,13,3,0,2,2,20,0,0,1,1,11
case_159,mentoredDec0p37,mentored_dec (α=0.37),808,41,8,0,2,0,4,0,2,0,0,0,0,0
case_159,rFuzzy0p3,r_fuzzy (α=0.3),1368,236,20,9,5,0,4,0,11,1,0,1,0,7
case_159,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1444,241,26,0,3,1,5,5,12,0,0,0,0,0
case_159,specCascOpt0p05,spec_casc_opt (α=0.05),1172,115,20,3,5,0,7,0,8,1,0,0,0,2
case_159,specCascTok0p3,spec_casc_tok (α=0.3),635,10,6,0,1,0,3,1,1,0,0,0,0,0
case_159,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),635,10,6,0,1,0,3,1,1,0,0,0,0,0
case_159,strict,strict,1097,0,12,0,2,0,3,1,6,0,0,0,0,0
case_160,cactus0p25,cactus (α=0.25),921,139,11,2,0,0,2,3,6,0,0,0,1,1
case_160,mentoredDec0p37,mentored_dec (α=0.37),576,15,7,0,0,0,2,1,4,0,0,0,0,0
case_160,rFuzzy0p3,r_fuzzy (α=0.3),657,81,8,2,0,0,2,1,5,0,0,1,1,0
case_160,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),703,124,3,0,0,0,1,0,2,0,0,0,0,0
case_160,specCascOpt0p05,spec_casc_opt (α=0.05),892,74,12,0,2,0,2,1,7,0,0,0,0,0
case_160,specCascTok0p3,spec_casc_tok (α=0.3),622,8,3,0,0,0,0,0,3,0,0,0,0,0
case_160,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),604,6,5,0,0,0,1,1,3,0,0,0,0,0
case_160,strict,strict,893,0,10,0,1,0,0,1,8,0,0,0,0,0
case_161,cactus0p25,cactus (α=0.25),2531,520,70,15,3,0,10,4,53,0,0,3,0,12
case_161,mentoredDec0p37,mentored_dec (α=0.37),1750,69,17,4,0,0,4,1,12,0,0,0,1,3
case_161,rFuzzy0p3,r_fuzzy (α=0.3),1464,262,25,9,3,0,3,3,16,0,0,1,2,6
case_161,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1973,360,25,0,1,0,6,2,16,0,0,0,0,0
case_161,specCascOpt0p05,spec_casc_opt (α=0.05),1368,206,31,9,0,1,6,0,24,0,1,2,0,6
case_161,specCascTok0p3,spec_casc_tok (α=0.3),1327,26,12,0,0,0,3,0,9,0,0,0,0,0
case_161,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),2318,66,43,0,4,0,5,4,30,0,0,0,0,0
case_161,strict,strict,2435,0,18,0,0,0,4,1,13,0,0,0,0,0
case_162,cactus0p25,cactus (α=0.25),1118,210,17,6,1,0,2,0,14,0,0,0,0,6
case_162,mentoredDec0p37,mentored_dec (α=0.37),660,31,5,0,0,0,0,0,5,0,0,0,0,0
case_162,rFuzzy0p3,r_fuzzy (α=0.3),1317,228,30,10,2,0,3,4,21,1,0,1,1,7
case_162,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1141,193,18,0,0,0,5,2,11,0,0,0,0,0
case_162,specCascOpt0p05,spec_casc_opt (α=0.05),525,50,4,1,1,0,2,0,1,0,0,0,0,1
case_162,specCascTok0p3,spec_casc_tok (α=0.3),937,27,7,0,0,0,0,1,6,0,0,0,0,0
case_162,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),499,10,6,0,0,0,1,0,5,0,0,0,0,0
case_162,strict,strict,732,0,4,0,0,0,1,0,3,0,0,0,0,0
case_163,cactus0p25,cactus (α=0.25),448,38,1,0,0,0,1,0,0,0,0,0,0,0
case_163,mentoredDec0p37,mentored_dec (α=0.37),448,15,6,1,1,0,2,1,2,0,0,0,0,1
case_163,rFuzzy0p3,r_fuzzy (α=0.3),543,80,6,2,0,0,0,0,6,0,0,0,0,2
case_163,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),608,111,11,0,0,0,2,0,9,0,0,0,0,0
case_163,specCascOpt0p05,spec_casc_opt (α=0.05),292,21,1,0,0,0,0,0,1,0,0,0,0,0
case_163,specCascTok0p3,spec_casc_tok (α=0.3),270,4,2,0,0,0,1,0,1,0,0,0,0,0
case_163,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),270,4,2,0,0,0,1,0,1,0,0,0,0,0
case_163,strict,strict,375,0,5,0,0,0,1,0,4,0,0,0,0,0
case_164,cactus0p25,cactus (α=0.25),3682,669,119,26,18,1,18,3,79,4,0,5,1,16
case_164,mentoredDec0p37,mentored_dec (α=0.37),2611,173,85,6,3,1,7,6,68,1,0,0,1,4
case_164,rFuzzy0p3,r_fuzzy (α=0.3),3825,740,107,19,9,1,18,14,65,2,1,3,3,10
case_164,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),3168,599,76,0,6,1,6,11,52,0,0,0,0,0
case_164,specCascOpt0p05,spec_casc_opt (α=0.05),1536,176,33,2,4,0,3,4,22,0,0,0,0,2
case_164,specCascTok0p3,spec_casc_tok (α=0.3),765,18,7,0,2,0,1,0,4,0,0,0,0,0
case_164,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),707,27,17,0,1,0,2,0,14,0,0,0,0,0
case_164,strict,strict,1421,0,22,0,1,0,0,2,19,0,0,0,0,0
